name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
The Art Of Love,Sahlene Williams,7hXKIp3IX3nrvHkq34zbMG,0.188,0.0259,0.594289204,0.0369,0.967,78.517,0.103,0.0625,3
,,,,,,,,,,,
New Life,Orchestrate the Universe,4SJC3XoqFrnT3f0TzAH2yi,0.314,0.111,0.661436861,0.0325,0.931,99.195,0.132,0.0391,3
,,,,,,,,,,,
The Healing Process,Koh Lantana,23puVz6Rhiq8Wax9KxnZtW,0.241,0.0553,0.577645442,0.0336,0.926,135.859,0.108,0.0643,3
,,,,,,,,,,,
In Context,Primer Dia,3VtwqVa4zccZMKIiFsMEtk,0.156,0.0128,0.414414414,0.0376,0.948,139.262,0.111,0.0777,3
,,,,,,,,,,,
Tell Me And I'll Forget,Rand Aldo,5ZMpJvJRpTs8jPCFDbUqfM,0.362,0.064,0.562986716,0.0338,0.942,89.989,0.111,0.0627,3
,,,,,,,,,,,
Kalmte,Chaima Bergevoet,1Mvt8IaW1Pl48tFkXXuUuQ,0.115,0.0429,0.276225378,0.0358,0.972,93.594,0.102,0.237,3
,,,,,,,,,,,
Polar Drone,Binaural Landscapes,6SxcRJNPDlwiciVkzxu0oC,0.154,0.046,0.214612918,0.0478,0.921,76.256,0.107,0.0342,3
,,,,,,,,,,,
Montania,Calma Interiore,6t3e2UfHXGVdxXJhPYj6Lg,0.213,0.0429,0.654393159,0.0413,0.88,69.86,0.105,0.101,3
,,,,,,,,,,,
Amoralis,Sheila's Disciples,6hVsOvinmJAGJJpXxpPhDy,0.14,0.0342,0.560422302,0.0381,0.933,140.939,0.111,0.0436,3
,,,,,,,,,,,
Objective,Olivier Lupin,5uxhwtFzJw9Uf2k3uBNXqT,0.0713,0.0155,0.312930809,0.0542,0.974,180.455,0.106,0.0339,3
,,,,,,,,,,,
Glemt Perle,Aksel Møller,7x1uzRLNvPhvARGaco3nmi,0.153,0.0383,0.453799843,0.0402,0.953,136.569,0.107,0.0846,3
,,,,,,,,,,,
Liberation,Nova Issue,2S8zzsvlurouRcb7zbJOz1,0.127,0.0286,0.532850537,0.046,0.951,76.496,0.107,0.114,3
,,,,,,,,,,,
Inner Peace,Sabrina McGregor,7k59hF8Vc7Ob9HYO8fnbLF,0.127,0.00488,0.364017101,0.0478,0.977,146.626,0.115,0.136,3
,,,,,,,,,,,
Lorimor,Savasana,4Dduhh8xWr0XCBoVJthchN,0.202,0.00618,0.416848443,0.0487,0.968,63.358,0.142,0.0601,3
,,,,,,,,,,,
Silk,Sleepwear,2kEk2uIKtoJD5r65cH7XBP,0.168,0.0478,0.505540529,0.0399,0.713,128.611,0.104,0.0317,3
,,,,,,,,,,,
Flucht,Elias Dome,2mPQlLpYdr2HFROOunOKH4,0.212,0.0771,0.669618707,0.0547,0.988,67.145,0.111,0.0387,3
,,,,,,,,,,,
This Now,Nela Bautista,6bcf6i4amFipG1r2ScmfHL,0.157,0.0413,0.490663991,0.0414,0.983,69.178,0.11,0.0388,3
,,,,,,,,,,,
At the Gate,Insomnia Curator,6K5knPLmHce6GxU3L55K5R,0.191,0.0393,0.503708228,0.0667,0.993,140.737,0.109,0.185,3
,,,,,,,,,,,
Lagoons,Xiada,47m7taVhh1ktgczbtWmbnG,0.162,0.0744,0.641697932,0.0359,0.914,75.978,0.092,0.0406,3
,,,,,,,,,,,
Tirana Wolves,Wolves Club,6RsZg0rFSlLWqy5AKiny95,0.145,0.00504,0.529883954,0.0472,0.952,138.263,0.109,0.0373,3
,,,,,,,,,,,
Choices,Alva Adler,4rnHitehqGrHlgr8TiTMYX,0.132,0.0028,0.376406945,0.0559,0.975,69.283,0.0948,0.0351,3
,,,,,,,,,,,
Selama Aku Bersamamu,Indah Bethari,6j3XbhOPbyAqJcYc1gkRdS,0.172,0.0206,0.53442108,0.0478,0.966,131.184,0.109,0.0769,3
,,,,,,,,,,,
Bid to Wonder,Reinstallation Conundrum,3o9ntzrGGcWTf455Cotank,0.142,0.0198,0.467803857,0.0456,0.94,75.888,0.101,0.0295,3
,,,,,,,,,,,
Dusk Sermons,Le Palade,4eoA6gqXBqpCuCemOineDh,0.186,0.0123,0.413401972,0.0442,0.934,64.416,0.112,0.0533,3
,,,,,,,,,,,
Een mooie droom,Zeb Maessen,6nxvSAvwbVJIK4CaAjwA5N,0.0983,0.00486,0.305994241,0.0455,0.987,65.583,0.11,0.0371,3
,,,,,,,,,,,
A côté de toi,Delit Quirion,3nQ9IJ1Drf8DsrEebEHPyd,0.147,0.00393,0.348704302,0.0399,0.985,139.356,0.103,0.048,3
,,,,,,,,,,,
Aurora Borealis,Astro.Not,0YTKlaMszVp6rja34CzUDs,0.167,0.0474,0.611857604,0.0394,0.887,69.143,0.0931,0.0383,3
,,,,,,,,,,,
For Simplicity's Sake,Chrastigel,6pQxeKnVSxdasJR9PEfFom,0.156,0.00743,0.361704912,0.0446,0.925,133.526,0.196,0.0996,3
,,,,,,,,,,,
Half Full,Gabby Laurent,40GGIMSbrdezThttyrdTr7,0.169,0.00725,0.387182619,0.0429,0.921,69.316,0.0989,0.0895,3
,,,,,,,,,,,
All We Can Do,Edna Lyles,3vr2MU6TzGcU94Ozgaw6BG,0.15,0.0844,0.534639211,0.0455,0.928,136.912,0.1,0.0646,3
,,,,,,,,,,,
Lux Mane,Somnum Magnam,4k6GvMEtWF31ShIk24rLp3,0.174,0.0622,0.687156444,0.0437,0.91,67.71,0.104,0.0333,3
,,,,,,,,,,,
Inner Space,Taylor Dawson,1sEa9g6jEgVVN140C89gYl,0.176,0.017,0.409693744,0.0474,0.972,70.188,0.108,0.103,3
,,,,,,,,,,,
Hallowed,Superiors,7F5hM0cyofRFOFPvIzcRfd,0.182,0.0206,0.592051304,0.0458,0.881,90.899,0.111,0.0309,3
,,,,,,,,,,,
For Your Relief,Calming Eyes,2bBNdeBMLLOrpzewcEQIPl,0.149,0.0161,0.389494808,0.0351,0.906,141.243,0.111,0.03,3
,,,,,,,,,,,
The Road Back,Corbin Tellier,75awJg9Xgn3cRJrPFihiV4,0.146,0.00349,0.272838321,0.045,0.987,138.901,0.11,0.0611,3
,,,,,,,,,,,
Grateful,Nathalie J,7lCWa3w5ZfuaL1vF1HyJ2J,0.178,0.0456,0.459514877,0.0473,0.952,135.694,0.11,0.231,3
,,,,,,,,,,,
Nuevo tiempo,The Sun Door,5XzqugXuvYg6mxcyjpNesn,0.147,0.0189,0.445816246,0.0362,0.882,140.214,0.111,0.0367,3
,,,,,,,,,,,
Open Heart,Mindful Measures,7meCshsWEYqEIsyDz02Wwr,0.148,0.00721,0.154262281,0.0416,0.888,136.806,0.111,0.0349,3
,,,,,,,,,,,
Changes,Jon Laer,7LN8q1j8AvipS8Rd17SZh8,0.156,0.00626,0.266076259,0.0405,0.993,71.201,0.122,0.0671,3
,,,,,,,,,,,
Glaciers,Clay Edwards,77VlInzvpsNl69mz2bVB5W,0.207,0.0193,0.61225024,0.0439,0.953,78.419,0.0917,0.0516,3
,,,,,,,,,,,
Comfort Zone,Sounds And Beyond,3QjA9DSJn9hEIkfiRYMBZB,0.183,0.0373,0.525652212,0.0377,0.953,136.403,0.0842,0.236,3
,,,,,,,,,,,
Hybrid,Awake or Asleep,1VRFoW2WUOY4FxQNvdTcja,0.147,0.0292,0.621978885,0.0422,0.957,138.358,0.0849,0.039,3
,,,,,,,,,,,
Shape Of A Dream,Sailors Of The 7 Seas,7M7YsLJWsyu87my5ZnAxau,0.14,0.00695,0.341375098,0.0418,0.983,74.833,0.119,0.0925,3
,,,,,,,,,,,
Winter Morning,Aysha Mathis,5eKSEgKZA7CL7mA6BDX5I2,0.178,0.0126,0.438356164,0.0446,0.943,68.788,0.107,0.0481,3
,,,,,,,,,,,
Drži me,Judi Khan,2y5P7MecKp333IMNuKeOP7,0.201,0.00391,0.377453974,0.0558,0.937,67.56,0.107,0.031,3
,,,,,,,,,,,
Cross A Line,Sean Altar,1IkrL2wE6aWYzOmWjZmNO9,0.18,0.0187,0.509423261,0.044,0.969,71.135,0.128,0.0339,3
,,,,,,,,,,,
Panacea,Lyla Perez-Vega,09f1jQrl37fb3ZYoYBHVl9,0.184,0.0214,0.473780647,0.0385,0.962,69.613,0.0977,0.201,3
,,,,,,,,,,,
When It Was Just A Dream,Diya Wiler,286oXCQiXd21D7WVeMMYCc,0.0708,0.00234,0.229517494,0.0375,0.992,70.608,0.09,0.0534,3
,,,,,,,,,,,
Nära,Najma Wallin,0FTc7d89oQ0HpTYLjpPd3p,0.175,0.00727,0.272227554,0.0462,0.964,69.631,0.107,0.101,3
,,,,,,,,,,,
Brillo En El Mar,Amaia Bescós,7mZASnos1MVmNVLHHg7nPJ,0.226,0.0215,0.517668615,0.0603,0.995,132.564,0.0943,0.0427,3
,,,,,,,,,,,
Rêves,Michèle Bastien,6RcqLuGZa6qzLEX5v5pAAH,0.22,0.00866,0.473126254,0.041,0.988,66.808,0.102,0.0347,3
,,,,,,,,,,,
Hiatus,Lost Wings,7ykoFQqjGcAOutbeVmg7O6,0.21,0.0125,0.530800105,0.048,0.856,63.806,0.112,0.0365,3
,,,,,,,,,,,
Sessiz Tepeler,Cakir Vardar,7KmNEkS0sCpZPFBh2uqZu6,0.154,0.0521,0.569889189,0.0437,0.838,84.012,0.0867,0.0694,3
,,,,,,,,,,,
Stillness of Mind,Taylor Dawson,5NL5Ez564SBRCpaaxB89CP,0.15,0.019,0.366547422,0.0532,0.986,138.498,0.107,0.179,3
,,,,,,,,,,,
Patiently,Juno Reed,5oHQkijiGG8oxR1FlyfNE1,0.0669,0.00503,0.344385307,0.0404,0.994,67.121,0.0934,0.0706,3
,,,,,,,,,,,
Jodoh,Indah Bethari,7vSyG4CYCYRTUMxluLaaYn,0.242,0.0159,0.426140825,0.0561,0.994,138.096,0.107,0.11,3
,,,,,,,,,,,
Moment To Moment,Modal Colours,4vOHJJO8fJudz8JVVG9av6,0.113,0.0413,0.597591833,0.0432,0.946,78.745,0.103,0.152,3
,,,,,,,,,,,
Deserted,Marlowe Coleman,1GLWqjGo22RR1chi19eizU,0.187,0.0213,0.550388273,0.0427,0.98,67.927,0.099,0.0372,3
,,,,,,,,,,,
Your Echo,Rania Lees,6LPw6rbpwC63tQqYK2SWOW,0.233,0.0182,0.599162377,0.0583,0.991,134.231,0.109,0.0742,3
,,,,,,,,,,,
Noctu,Chrastigel,4tPLkMhxU4a62HmkA95iwC,0.173,0.00535,0.392854027,0.0436,0.987,74.941,0.0864,0.0396,3
,,,,,,,,,,,
Fliessend,Solar Wash,6USOZA7NMQwoL9LaNfBPJP,0.163,0.0234,0.403018934,0.0399,0.855,132.775,0.123,0.0488,3
,,,,,,,,,,,
Paralian,Valérian Christophe,2tEsGZfscyYYnHF7exJFIA,0.198,0.0135,0.449786232,0.0476,0.993,132.878,0.0891,0.0368,3
,,,,,,,,,,,
Dreaminess,Miesha Berens,6FTI1GirXye67U41XkzR2h,0.0787,0.0347,0.567184364,0.0467,0.97,74.363,0.0902,0.0388,3
,,,,,,,,,,,
Ciclo Continuo,Boone River,03E9MxVhGHKWc2qAlEfFcC,0.0709,0.0613,0.646365937,0.0448,0.935,76.807,0.0714,0.0553,3
,,,,,,,,,,,
Sueño,Abril Obrero,4PmZSLWRuKyMgAJuAgZ1T6,0.0855,0.0178,0.599206003,0.0376,0.98,44.133,0.1,0.0368,3
,,,,,,,,,,,
Amado Nervo,Sayulita,2Pob0B0xBaszDLVBDWNh0U,0.0985,0.0341,0.672410784,0.0435,0.93,74.016,0.108,0.0815,3
,,,,,,,,,,,
A Illa,Huma,2VTvUT7mn0fEh39q5yh0KW,0.0653,0.0636,0.733356601,0.0406,0.91,74.512,0.102,0.032,3
,,,,,,,,,,,
Sueno,Roland Mercier,6ZUPb0L9JcZM1e7c1nGCIx,0.174,0.023,0.412136812,0.0384,0.961,66.427,0.14,0.07,3
,,,,,,,,,,,
Pomalu,Marie Protivová,12Oywn6DYHxxnq1DUFrwRR,0.0656,0.0272,0.380333304,0.0449,0.967,68.828,0.0821,0.0638,3
,,,,,,,,,,,
Lowering Mind,Geonose,5tfnG31hpSaIGTFLVUdlEx,0.275,0.0265,0.526960998,0.0393,0.994,68.926,0.0999,0.174,3
,,,,,,,,,,,
Smile,Evah Linnet,0pQassNAXhd7OszdrhLrSF,0.217,0.0427,0.611246837,0.0466,0.752,90.49,0.0851,0.152,3
,,,,,,,,,,,
Miraculous,Muh Re,39klOrreaNPjsYeh1zTFjh,0.0687,0.0153,0.533243172,0.0447,0.957,71.249,0.0928,0.0904,3
,,,,,,,,,,,
Deep Sleeper,Tranquomo,7lwl3ScD69HlJQtk7h49nw,0.142,0.00316,0.275543146,0.0394,0.982,69.86,0.114,0.12,3
,,,,,,,,,,,
apoapsis,our distant worlds,4HeGTGqUfgIA98HEkIWTp2,0.147,0.0488,0.561731088,0.0406,0.33,139.008,0.0816,0.177,3
,,,,,,,,,,,
Awareness,Isa Duwall,4osn2bAHvnGlOab7xOak7Q,0.187,0.0299,0.680481633,0.0412,0.938,77.507,0.109,0.0364,3
,,,,,,,,,,,
First Day,Ljomo,2Wsu9gvKCWRXLA1nEdFfXt,0.172,0.14,0.952054795,0.0378,0.952,67.14,0.11,0.0387,3
,,,,,,,,,,,
Annashuwa,DEX 1200,10ZtwOdYSWqKgiYgOg36N5,0.139,0.0701,0.802635023,0.0481,0.86,141.819,0.109,0.031,3
,,,,,,,,,,,
Plegaria,Ecovillage,6yOZX34ZsQZV303qDJjWPm,0.167,0.0862,0.854899223,0.0411,0.946,126.263,0.1,0.0383,3
,,,,,,,,,,,
Turndown Service,Adeline Verver,56y8h73SZXnIzR0fGSQlca,0.164,0.0188,0.409170229,0.0341,0.946,71.96,0.081,0.0593,3
,,,,,,,,,,,
Going Back,Koby Laver,0QCWhIYVGx3ousdsUZgy84,0.065,0.0034,0.278640607,0.0489,0.984,72.496,0.101,0.0719,3
,,,,,,,,,,,
Peak Calm,Claira Mikkelsen,5lXpowQ714d5VWxjdFLfi7,0.0971,0.00295,0.244175901,0.0494,0.978,74.576,0.0984,0.033,3
,,,,,,,,,,,
Slow Down,Miracle of Silence,62cdPqaOoaQng2DXbT47j7,0.137,0.0337,0.590175377,0.0418,0.993,68.427,0.0891,0.0382,3
,,,,,,,,,,,
Elphine,O.A.S.,7q0inA86Z78g6BIY06xwoz,0.229,0.0473,0.631882035,0.0336,0.982,68.736,0.0881,0.0397,3
,,,,,,,,,,,
dream cycles,"oh, the joy.",5TtlYXmOCvwRSnqwhwuY3Q,0.0712,0.00232,0,0.0546,0.917,79.799,0.102,0.0362,3
,,,,,,,,,,,
Melantonia,Alpha Vectoriam,4QRKoVrx2OIfEOUamco5Uz,0.177,0.027,0.535337231,0.0405,0.857,65.263,0.108,0.0367,3
,,,,,,,,,,,
Enlightened,Theatantrical,2rDUD1OjekGLpJIQTaAGAE,0.172,0.0304,0.58576913,0.0527,0.994,136.463,0.104,0.256,3
,,,,,,,,,,,
The Departure,Disentangled,2ynHgw53910J2AsNRRnP30,0.139,0.021,0.418855248,0.0597,0.807,141.224,0.11,0.0365,3
,,,,,,,,,,,
Aphelia,Juni Tinley,3PFOZVcCigY9NLmnjl7z9O,0.185,0.0085,0.355030102,0.0509,0.993,70.637,0.1,0.0893,3
,,,,,,,,,,,
Reoite,Mila Harper,6DCLjXH0ak1YerLNW2hwcI,0.0896,0.0183,0.435258703,0.0466,0.957,85.095,0.074,0.0369,3
,,,,,,,,,,,
Chapters,Zen Wuan,0vXj9LXojFSwXXKkSjzuNB,0.158,0.123,0.702861879,0.0406,0.868,134.828,0.0744,0.037,3
,,,,,,,,,,,
More Than Enough,Eleanor Arroway,0Y3iJDv6xODooYaHgObq1h,0.243,0.181,0.961478056,0.0451,0.917,68.849,0.0862,0.0387,3
,,,,,,,,,,,
Migla,Adelina Palm,0AY2x7N94uTmkYruyZDPKu,0.128,0.0275,0.529098682,0.0363,0.984,89.734,0.124,0.0954,3
,,,,,,,,,,,
Mirrors,Tairata,4AxLkuDH6lAh4zfAqnMk1n,0.181,0.00879,0.451313149,0.0458,0.979,69.255,0.0957,0.0478,3
,,,,,,,,,,,
Despertamiento,Tormenta Solar,4qewZAWixuPZOcB3LbGpXZ,0.16,0.0488,0.747098857,0.0508,0.296,85.126,0.111,0.0378,3
,,,,,,,,,,,
Relaksohuni,Qetesia,2iXFZRMJCWCkLd8hrm8GmO,0.209,0.00379,0.266163511,0.0351,0.994,69.092,0.103,0.0704,3
,,,,,,,,,,,
Giant Steps Tomorrow,Shibb,2KiBZ6xU6dnj47aT71G28P,0.192,0.0409,0.611508594,0.0391,0.994,69.071,0.0956,0.0394,3
,,,,,,,,,,,
Uitblinken,Sohn Aelia,5b0EbWEsagMNqlSPRk8FXb,0.199,0.0334,0.598813367,0.0441,0.965,64.8,0.0819,0.0355,3
,,,,,,,,,,,
Monrovia,Prescient Liquids,7JYgex93ldydsVqr6Um2nD,0.0661,0.0186,0.480106448,0.0445,0.974,70.273,0.0969,0.0407,3
,,,,,,,,,,,
Imagination,Invertivo,1wqc4mp6CKNGnDV3rOTb9M,0.149,0.0145,0.503969985,0.0569,0.968,141.109,0.109,0.114,3
,,,,,,,,,,,
Spiritual Tour,Il Sognatore,14cdbX7Qi3fiyW7nFhhr6G,0.132,0.106,0.954279731,0.0447,0.929,74.888,0.103,0.0561,3
,,,,,,,,,,,
Reflections,Klara Forýs,2RZxw2tD8VenO9k5vawirO,0.112,0.0282,0.659061164,0.0671,0.963,72.002,0.0949,0.052,3
,,,,,,,,,,,
Protostar,Vadodara,5F82mtEXo9CbyPchaCWDI3,0.127,0.0652,0.714204694,0.0418,0.822,82.617,0.103,0.0374,3
,,,,,,,,,,,
Hopeful,Asher Francis,6pnhLxKJShRqP5YeXdtkWc,0.199,0.0263,0.567751505,0.042,0.973,70.949,0.0949,0.0379,3
,,,,,,,,,,,
Omnisleep,Dominum Nominum,5FdpUpxs471V28sEhF0VC7,0.144,0.014,0.385961085,0.0417,0.933,139.592,0.107,0.069,3
,,,,,,,,,,,
Ellips,Nightweaver,1BElZwQK3VhQ8iHRMolo1i,0.0872,0.11,0.827109327,0.0343,0.924,168.446,0.096,0.0674,3
,,,,,,,,,,,
Soul Connect,Elise Magnefold,1EVG8oKkYocWnjot9oPZHB,0.167,0.0783,0.733749237,0.039,0.931,139.731,0.078,0.0327,3
,,,,,,,,,,,
Here for You,Verala Lux,2EpbD85zKeA069HQXoiWU5,0.14,0.0304,0.656138208,0.0406,0.955,141.416,0.112,0.0508,3
,,,,,,,,,,,
Vie Tafare,Lahasara,5KUm8UcbneePgumCqM7KKJ,0.184,0.0113,0.597068319,0.0468,0.988,68.044,0.115,0.124,3
,,,,,,,,,,,
Snooze,Aileen Morais,29618YxnLp1lxnonnxjI46,0.145,0.0502,0.656530844,0.0386,0.957,138.861,0.0946,0.0389,3
,,,,,,,,,,,
Major Waves,Night Whisperer,25KzsUt0zU2QOlL26MtVCi,0.0797,0.128,0.777244569,0.0416,0.99,79.896,0.101,0.0433,3
,,,,,,,,,,,
Saturated Evenings,Mao-Li,7oigJ0Iei2PLS2vwA3gnib,0.168,0.0551,0.763240555,0.0375,0.96,63.343,0.11,0.0521,3
,,,,,,,,,,,
Calibration of Time,Sleep Lab,4942rhM8v2rn45GZwNdV1K,0.0869,0.0303,0.450571503,0.0401,0.959,84.063,0.11,0.0849,3
,,,,,,,,,,,
Fate,Reuben Hensley,1Pxoyavrxw7aElGkMwWHVj,0.0665,0.0224,0.548730477,0.0429,0.893,71.623,0.105,0.0398,3
,,,,,,,,,,,
D'une Certaine Distance,Aintzane Martzel,3bUaSIfWsg01lqJW9O5JCS,0.206,0.07,0.723278946,0.0413,0.848,70.836,0.111,0.0609,3
,,,,,,,,,,,
Linea Degli Alberi,Giulia De Serio,7pSiVCrdIbpIvn8oNH3XPY,0.106,0.0107,0.49262717,0.0393,0.988,70.911,0.107,0.0389,3
,,,,,,,,,,,
When We Touch,Rain Wonder,6QNrpzKEYLzQsBqQQphfue,0.273,0.26,0.945816246,0.047,0.861,70.823,0.0913,0.163,3
,,,,,,,,,,,
Carnivoran,Sigmund Clyde,38lCT94Uyy4t7n7UcHJ4bA,0.238,0.0331,0.678431201,0.0843,0.989,125.698,0.092,0.0586,3
,,,,,,,,,,,
Dachaigh,Cadhla Byrne,7BqlHggYnNB26lfAw6y7Ch,0.171,0.0979,0.599511386,0.037,0.925,140.872,0.102,0.108,3
,,,,,,,,,,,
It's All Sound,Sal Lastra,5W9fgCmnO8iDyBGxNUfAMc,0.165,0.21,0.928191257,0.0561,0.501,66.262,0.12,0.0372,3
,,,,,,,,,,,
Blossom,Moments Of Divinity,5yILnxcnDsMtZL5JK7Cbxi,0.0671,0.111,0.987871913,0.04,0.674,75.532,0.109,0.0385,3
,,,,,,,,,,,
Cairns Fossils,Cloud Waves,7HeCLMhcYHRG5nfrd26v6C,0.158,0.0276,0.468196492,0.0395,0.986,139.614,0.105,0.0503,3
,,,,,,,,,,,
"Mystical - Alpha Sinus 54,8hz - 57,3 hz",Drone,7zO8xgWtAGQpAKEG9n48Yb,0.198,0.0555,0.494808481,0.0503,0.844,72.421,0.107,0.149,3
,,,,,,,,,,,
Welkin,Amber Twilight,3hqnqpefPxDGTtLwGuaRG6,0.163,0.101,0.538303813,0.0505,0.892,138.753,0.107,0.0343,3
,,,,,,,,,,,
Linearity,Hypertime,0Ci8JFzz4gsoDRY7aUau5o,0.204,0.021,0.67350144,0.0917,0.995,141.305,0.19,0.0395,3
,,,,,,,,,,,
Moonlight Dreams,Megan Wofford,6nZs34O75vPNz6dnxegdCR,0.168,0.0325,0.672061775,0.0416,0.863,134.152,0.112,0.195,3
,,,,,,,,,,,
Eternal Drift,Koen Parker,3F8dD3bpSN4MiQtZJ4TRS1,0.0996,0.0038,0.177602303,0.0535,0.916,67.909,0.0939,0.036,3
,,,,,,,,,,,
Appreciation,Vishal Casey,70w16KjhO0HQz6eqllKYJo,0.206,0.0132,0.559942413,0.0406,0.99,74.014,0.108,0.0872,3
,,,,,,,,,,,
Repouso,Polysomni,41Fp3VZmyloxKUUcWDUrH2,0.142,0.0126,0.318165954,0.0465,0.982,141.203,0.129,0.0389,3
,,,,,,,,,,,
The Lost Key,Clouded Transparency,5acpnondtQUm1FJDXNT66J,0.155,0.0877,0.818340459,0.0379,0.838,73.183,0.0981,0.0403,3
,,,,,,,,,,,
somnus state,NREM,6mVQDQzb0msscfSVhVwp7g,0.125,0.0592,0.533984818,0.0393,0.873,90.815,0.117,0.0368,3
,,,,,,,,,,,
Your Soul Knows (Theta Waves),Light Garden,5P9warDXC0ATRYIrHXUTPO,0.137,0.0251,0.408690341,0.0463,0.863,142.886,0.099,0.0397,3
,,,,,,,,,,,
Cartography Of Water,Beautiful Storms,7fSBdUicxjuzxZDmAgxpdr,0.175,0.0822,0.793909781,0.0414,0.898,77.682,0.0704,0.0304,3
,,,,,,,,,,,
Nonzero,Stone Martyrs,1lznUD9b22CxILXT8CVZIM,0.158,0.00226,0.409475613,0.0567,0.941,131.104,0.109,0.0389,3
,,,,,,,,,,,
Eleven Degrees North,Simeon Oliver,1ytBTJUCVq3ljXsEri2Bel,0.2,0.0159,0.496117267,0.0424,0.989,67.532,0.108,0.0336,3
,,,,,,,,,,,
Cirrus Clouds,Rea Inarra,6sk3KVXxU9welmb8gQEYxF,0.14,0.0419,0.668440799,0.0641,0.992,73.69,0.104,0.25,3
,,,,,,,,,,,
Sineway,Boreal Embla,5BuUke8soY1IIEeJK4eNkk,0.123,0.00485,0.322048687,0.0481,0.974,77.05,0.116,0.0394,3
,,,,,,,,,,,
Scenery In Dreams,Maurie,7A9Y0w3bfhnc4YLAlmiKcc,0.147,0.00681,0.252464881,0.0396,0.986,72.714,0.109,0.0557,3
,,,,,,,,,,,
Slow Down the Night,Maximilian Sievert,70EFtngIf7REQH2ZfkiVLB,0.175,0.0171,0.498647587,0.04,0.975,80.512,0.0998,0.0318,3
,,,,,,,,,,,
The Nimrod Expedition,Anthropological,6FLcSrGp3mGIEQghonDxG3,0.172,0.0355,0.568973039,0.0407,0.986,138.015,0.106,0.0386,3
,,,,,,,,,,,
Peaceful Journey,Pacificus Luminus,2w2TNG4SXWwRAPiHZoRgnw,0.285,0.0072,0.500130879,0.0438,0.995,70.996,0.0984,0.149,3
,,,,,,,,,,,
Blue Sphere,Sea of Waves,3aQ46BOZ8C3fOfSFfyEcwq,0.209,0.0391,0.702992758,0.043,0.888,60.884,0.0894,0.0518,3
,,,,,,,,,,,
Nox,Wolfgang Snow,6e8eaU1oPzSu0WXnbSyZt7,0.169,0.0488,0.665168833,0.0436,0.796,125.776,0.112,0.051,3
,,,,,,,,,,,
Profound,Rannar Sillard,738ZWyXzrfKT1OuyRJmmsX,0.0661,0.0445,0.712023384,0.046,0.93,73.079,0.0972,0.04,3
,,,,,,,,,,,
Arrival of No-thing,Sleep Therapist,5S9eZUeM5jwr71FxpBARsA,0.157,0.0145,0.557324841,0.0448,0.976,135.535,0.0931,0.0708,3
,,,,,,,,,,,
Close At Heart,The Lay-Backs,6HTFfsnSvXpraVQrrYDN3U,0.145,0.0303,0.603917634,0.0417,0.938,139.662,0.0885,0.0835,3
,,,,,,,,,,,
Cloud Study,Norris Melcher,3rAchCb8ZxPuKJVXxQX6ui,0.19,0.0959,0.755824099,0.0446,0.949,79.531,0.102,0.0464,3
,,,,,,,,,,,
"Ocean Breeze - Alpha Sinus 69,2 hz - 70 hz",Floating,45t68mRXi24W94VK0T5ItR,0.169,0.00523,0.382645493,0.0499,0.777,120.096,0.115,0.0345,3
,,,,,,,,,,,
Origami,Regentum,4ScsYR6E4wg3gFFMd8LEJG,0.185,0.0165,0.458642352,0.045,0.992,71.305,0.158,0.0459,3
,,,,,,,,,,,
Luminous,Invisible Motion,3KbmeqpwQMymXHdhzaAFms,0.0649,0.0404,0.527833522,0.0462,0.879,69.824,0.115,0.0347,3
,,,,,,,,,,,
Alpha Focus 97Hz - 104Hz,Universal Frequency,67VwwXXg1k6cEMFX1rpGoo,0.177,0.0292,0.396649507,0.0668,0.859,120.22,0.119,0.0772,3
,,,,,,,,,,,
Pure Air,Calil,5dMI1sHkCxUWvh8vksx0Rz,0.109,0.0473,0.630835006,0.052,0.88,71.612,0.106,0.0361,3
,,,,,,,,,,,
Dreamland,Beautiful Sleep,1Dv71hYl7XMbPonSYKqW5m,0.145,0.0711,0.630704127,0.0397,0.83,139.757,0.108,0.0365,3
,,,,,,,,,,,
Nikad ne Zaboravi,Nadia Bulic,717ijFnuktEjgu8yn7Qvw6,0.0707,0.00607,0.309876974,0.0352,0.987,74.496,0.0976,0.0382,3
,,,,,,,,,,,
Novi Sad,Lost Fables,7Kd9aRamqqlKwB5PtT4lSf,0.151,0.00804,0.519282785,0.0552,0.925,135.61,0.113,0.0276,3
,,,,,,,,,,,
Querencia,Cameron Sinosa,4VdLOyYe6ZEyLx0LbYdyvy,0.17,0.00316,0.21241602,0.0422,0.991,70.964,0.111,0.0946,3
,,,,,,,,,,,
Glauben,Dax Wolf,6A1rTs49C6c3KVyGoKG6el,0.0862,0.067,0.688726987,0.0456,0.92,167.199,0.108,0.0367,3
,,,,,,,,,,,
Blood Moon,Carufo,65ip2ya2ftUbZHZrfCWuVt,0.14,0.0121,0.613559026,0.045,0.975,142.641,0.105,0.0392,3
,,,,,,,,,,,
Alpha Meditation,Brainbox,2UITlqXM467haohWgPffAT,0.146,0.0138,0.419422389,0.0531,0.809,143.265,0.111,0.102,3
,,,,,,,,,,,
Iterative Calm,Doug Blimpstein,4Dn2R1NeJbrJq7qa8TUwZd,0.131,0.0193,0.448477445,0.0497,0.837,75.292,0.0842,0.0333,3
,,,,,,,,,,,
